Blocs;Fermenter;Species;Time (h);CO2 (g/L);CO2_rate (g/L/h)
Sc vs Mp;F24;Mp;344.31;24.035;0.064
Sc vs Mp;F24;Mp;344.65;23.975;0.062
Sc vs Mp;F24;Mp;344.98;24.105;0.06
Sc vs Mp;F24;Mp;345.31;24.045;0.057
Sc vs Mp;F24;Mp;345.65;24.144;0.047
Sc vs Mp;F24;Mp;345.98;24.124;0.055
Sc vs Mp;F24;Mp;346.31;24.055;0.055
Sc vs Mp;F24;Mp;346.65;24.184;0.056
Sc vs Mp;F24;Mp;346.98;24.114;0.062
Sc vs Mp;F24;Mp;347.31;24.154;0.052
Sc vs Mp;F24;Mp;347.65;24.254;0.061
Sc vs Mp;F24;Mp;347.98;24.194;0.051
Sc vs Mp;F24;Mp;348.31;24.304;0.046
Sc vs Mp;F24;Mp;348.65;24.254;0.053
Sc vs Mp;F24;Mp;348.98;24.244;0.038
Sc vs Mp;F24;Mp;349.31;24.294;0.035
Sc vs Mp;F24;Mp;349.65;24.214;0.036
Sc vs Mp;F24;Mp;349.98;24.353;0.037
Sc vs Mp;F24;Mp;350.31;24.344;0.052
Sc vs Mp;F24;Mp;350.65;24.294;0.047
Sc vs Mp;F24;Mp;350.98;24.373;0.053
Sc vs Mp;F24;Mp;351.31;24.324;0.047
Sc vs Mp;F24;Mp;351.65;24.413;0.043
Sc vs Mp;F24;Mp;351.98;24.433;0.05
Sc vs Mp;F24;Mp;352.31;24.363;0.048
Sc vs Mp;F24;Mp;352.65;24.483;0.049
Sc vs Mp;F24;Mp;352.98;24.383;0.05
Sc vs Mp;F24;Mp;353.31;24.503;0.044
Sc vs Mp;F24;Mp;353.65;24.483;0.051
Sc vs Mp;F24;Mp;353.98;24.453;0.047
Sc vs Mp;F24;Mp;354.31;24.553;0.049
Sc vs Mp;F24;Mp;354.65;24.513;0.052
Sc vs Mp;F24;Mp;354.98;24.553;0.043
Sc vs Mp;F24;Mp;355.31;24.582;0.051
Sc vs Mp;F24;Mp;355.65;24.513;0.041
Sc vs Mp;F24;Mp;355.98;24.652;0.042
Sc vs Mp;F24;Mp;356.31;24.573;0.049
Sc vs Mp;F24;Mp;356.65;24.632;0.042
Sc vs Mp;F24;Mp;356.98;24.652;0.049
Sc vs Mp;F24;Mp;357.31;24.582;0.046
Sc vs Mp;F24;Mp;357.65;24.712;0.047
Sc vs Mp;F24;Mp;357.98;24.692;0.05
Sc vs Mp;F24;Mp;358.31;24.662;0.041
Sc vs Mp;F24;Mp;358.65;24.752;0.05
Sc vs Mp;F24;Mp;358.98;24.682;0.046
Sc vs Mp;F24;Mp;359.31;24.811;0.042
Sc vs Mp;F24;Mp;359.65;24.722;0.051
Sc vs Mp;F24;Mp;359.98;24.742;0.046
Sc vs Mp;F24;Mp;360.31;24.831;0.049
Sc vs Mp;F24;Mp;360.65;24.762;0.048
Sc vs Mp;F24;Mp;360.98;24.861;0.041
Sc vs Mp;F24;Mp;361.31;24.851;0.055
Sc vs Mp;F24;Mp;361.65;24.811;0.046
Sc vs Mp;F24;Mp;361.98;24.921;0.047
Sc vs Mp;F24;Mp;362.31;24.841;0.048
Sc vs Mp;F24;Mp;362.65;24.901;0.049
Sc vs Mp;F24;Mp;362.98;24.941;0.054
Sc vs Mp;F24;Mp;363.31;24.901;0.056
Sc vs Mp;F24;Mp;363.65;24.991;0.052
Sc vs Mp;F24;Mp;363.98;24.931;0.06
Sc vs Mp;F24;Mp;364.31;25.041;0.048
Sc vs Mp;F24;Mp;364.65;25.001;0.035
Sc vs Mp;F24;Mp;364.98;25.021;0.045
Sc vs Mp;F24;Mp;365.31;25.05;0.038
Sc vs Mp;F24;Mp;365.65;25.06;0.046
Sc vs Mp;F24;Mp;365.98;25.041;0.044
Sc vs Mp;F24;Mp;366.31;25.001;0.058
Sc vs Mp;F24;Mp;366.65;25.14;0.054
Sc vs Mp;F24;Mp;366.98;25.1;0.061
Sc vs Mp;F24;Mp;367.31;25.15;0.059
Sc vs Mp;F24;Mp;367.65;25.17;0.066
Sc vs Mp;F24;Mp;367.98;25.21;0.063
Sc vs Mp;F24;Mp;368.31;25.16;0.048
Sc vs Mp;F24;Mp;368.65;25.25;0.058
Sc vs Mp;F24;Mp;368.98;25.19;0.057
Sc vs Mp;F24;Mp;369.31;25.27;0.047
Sc vs Mp;F24;Mp;369.65;25.27;0.045
Sc vs Mp;F24;Mp;369.98;25.27;0.05
Sc vs Mp;F24;Mp;370.31;25.339;0.029
Sc vs Mp;F24;Mp;370.65;25.349;0.037
Sc vs Mp;F24;Mp;370.98;25.27;0.028
Sc vs Mp;F24;Mp;371.31;25.329;0.024
Sc vs Mp;F24;Mp;371.65;25.369;0.029
Sc vs Mp;F24;Mp;371.98;25.27;0.021
Sc vs Mp;F24;Mp;372.31;25.389;0.036
Sc vs Mp;F24;Mp;372.65;25.369;0.045
Sc vs Mp;F24;Mp;372.98;25.349;0.032
Sc vs Mp;F24;Mp;373.31;25.429;0.046
Sc vs Mp;F24;Mp;373.65;25.359;0.054
Sc vs Mp;F24;Mp;373.98;25.469;0.047
Sc vs Mp;F24;Mp;374.31;25.439;0.055
Sc vs Mp;F24;Mp;374.65;25.389;0.046
Sc vs Mp;F24;Mp;374.98;25.538;0.047
Sc vs Mp;F24;Mp;375.31;25.489;0.05
Sc vs Mp;F24;Mp;375.65;25.528;0.043
Sc vs Mp;F24;Mp;375.98;25.538;0.054
Sc vs Mp;F24;Mp;376.31;25.469;0.044
Sc vs Mp;F24;Mp;376.65;25.588;0.038
Sc vs Mp;F24;Mp;376.98;25.558;0.046
Sc vs Mp;F24;Mp;377.31;25.588;0.038
Sc vs Mp;F24;Mp;377.65;25.638;0.049
Sc vs Mp;F24;Mp;377.98;25.548;0.053
Sc vs Mp;F24;Mp;378.31;25.668;0.041
Sc vs Mp;F24;Mp;378.65;25.638;0.056
Sc vs Mp;F24;Mp;378.98;25.608;0.046
Sc vs Mp;F24;Mp;379.31;25.718;0.054
Sc vs Mp;F24;Mp;379.65;25.698;0.054
Sc vs Mp;F24;Mp;379.98;25.698;0.039
Sc vs Mp;F24;Mp;380.31;25.787;0.052
Sc vs Mp;F24;Mp;380.65;25.688;0.041
Sc vs Mp;F24;Mp;380.98;25.807;0.033
Sc vs Mp;F24;Mp;381.31;25.737;0.037
Sc vs Mp;F24;Mp;381.65;25.747;0.032
Sc vs Mp;F24;Mp;381.98;25.857;0.034
Sc vs Mp;F24;Mp;382.31;25.747;0.036
Sc vs Mp;F24;Mp;382.65;25.827;0.028
Sc vs Mp;F24;Mp;382.98;25.837;0.04
Sc vs Mp;F24;Mp;383.31;25.807;0.031
Sc vs Mp;F24;Mp;383.65;25.887;0.039
Sc vs Mp;F24;Mp;383.98;25.817;0.058
Sc vs Mp;F24;Mp;384.31;25.867;0.052
Sc vs Mp;F24;Mp;384.65;25.907;0.054
Sc vs Mp;F24;Mp;384.98;25.857;0.049
Sc vs Mp;F24;Mp;385.31;25.996;0.052
Sc vs Mp;F24;Mp;385.65;25.986;0.06
Sc vs Mp;F24;Mp;385.98;25.967;0.054
Sc vs Mp;F24;Mp;386.31;25.976;0.052
Sc vs Mp;F24;Mp;386.65;25.937;0.043
Sc vs Mp;F24;Mp;386.98;26.056;0.024
Sc vs Mp;F24;Mp;387.31;26.046;0.032
Sc vs Mp;F24;Mp;387.65;26.056;0.039
Sc vs Mp;F24;Mp;387.98;26.076;0.04
Sc vs Mp;F24;Mp;388.31;26.016;0.04
Sc vs Mp;F24;Mp;388.98;26.036;0.042
Sc vs Mp;F24;Mp;389.31;26.096;0.038
Sc vs Mp;F24;Mp;389.65;26.136;0.044
Sc vs Mp;F24;Mp;389.98;26.146;0.038
Sc vs Mp;F24;Mp;390.31;26.146;0.038
Sc vs Mp;F24;Mp;390.65;26.186;0.043
Sc vs Mp;F24;Mp;390.98;26.126;0.039
Sc vs Mp;F24;Mp;391.31;26.205;0.042
Sc vs Mp;F24;Mp;391.65;26.146;0.04
Sc vs Mp;F24;Mp;391.98;26.176;0.034
Sc vs Mp;F24;Mp;392.31;26.265;0.042
Sc vs Mp;F24;Mp;392.65;26.255;0.037
Sc vs Mp;F24;Mp;392.98;26.285;0.039
Sc vs Mp;F24;Mp;393.31;26.235;0.046
Sc vs Mp;F24;Mp;393.65;26.215;0.027
Sc vs Mp;F24;Mp;393.98;26.335;0.028
Sc vs Mp;F24;Mp;394.31;26.225;0.035
Sc vs Mp;F24;Mp;394.65;26.355;0.04
Sc vs Mp;F24;Mp;394.98;26.345;0.057
Sc vs Mp;F24;Mp;395.31;26.255;0.047
Sc vs Mp;F24;Mp;395.65;26.385;0.048
Sc vs Mp;F24;Mp;395.98;26.365;0.053
Sc vs Mp;F24;Mp;396.31;26.385;0.035
Sc vs Mp;F24;Mp;396.65;26.454;0.05
Sc vs Mp;F24;Mp;396.98;26.355;0.053
Sc vs Mp;F24;Mp;397.31;26.484;0.039
Sc vs Mp;F24;Mp;397.65;26.425;0.043
Sc vs Mp;F24;Mp;397.98;26.405;0.038
Sc vs Mp;F24;Mp;398.31;26.524;0.04
Sc vs Mp;F24;Mp;398.65;26.484;0.041
Sc vs Mp;F24;Mp;398.98;26.494;0.026
Sc vs Mp;F24;Mp;399.31;26.524;0.042
Sc vs Mp;F24;Mp;399.65;26.504;0.03
Sc vs Mp;F24;Mp;399.98;26.564;0.028
Sc vs Mp;F24;Mp;400.31;26.504;0.034
Sc vs Mp;F24;Mp;400.65;26.514;0.028
Sc vs Mp;F24;Mp;400.98;26.624;0.039
Sc vs Mp;F24;Mp;401.31;26.514;0.04
Sc vs Mp;F24;Mp;401.65;26.634;0.033
Sc vs Mp;F24;Mp;401.98;26.594;0.057
Sc vs Mp;F24;Mp;402.31;26.564;0.043
Sc vs Mp;F24;Mp;402.65;26.693;0.042
Sc vs Mp;F24;Mp;402.98;26.624;0.058
Sc vs Mp;F24;Mp;403.31;26.614;0.042
Sc vs Mp;F24;Mp;403.65;26.783;0.051
Sc vs Mp;F24;Mp;403.98;26.624;0.042
Sc vs Mp;F24;Mp;404.31;26.733;0.023
Sc vs Mp;F24;Mp;404.65;26.773;0.034
Sc vs Mp;F25;Sc vs Mp;0.28;0;0
Sc vs Mp;F25;Sc vs Mp;0.63;-0.055;0
Sc vs Mp;F25;Sc vs Mp;0.96;-0.064;0
Sc vs Mp;F25;Sc vs Mp;1.28;-0.018;0
Sc vs Mp;F25;Sc vs Mp;1.63;-0.027;0.014
Sc vs Mp;F25;Sc vs Mp;1.95;0;0.017
Sc vs Mp;F25;Sc vs Mp;2.3;0.027;0.019
Sc vs Mp;F25;Sc vs Mp;2.63;-0.027;0.017
Sc vs Mp;F25;Sc vs Mp;2.95;0.036;0.006
Sc vs Mp;F25;Sc vs Mp;3.28;0.018;0.01
Sc vs Mp;F25;Sc vs Mp;3.63;0;0.013
Sc vs Mp;F25;Sc vs Mp;3.96;-0.009;0.018
Sc vs Mp;F25;Sc vs Mp;4.28;0.027;0.025
Sc vs Mp;F25;Sc vs Mp;4.63;-0.009;0.018
Sc vs Mp;F25;Sc vs Mp;4.96;0.055;0.021
Sc vs Mp;F25;Sc vs Mp;5.28;0.073;0.025
Sc vs Mp;F25;Sc vs Mp;5.63;0.073;0.021
Sc vs Mp;F25;Sc vs Mp;5.96;0.073;0.021
Sc vs Mp;F25;Sc vs Mp;6.28;0.045;0.021
Sc vs Mp;F25;Sc vs Mp;6.61;0.054;0.01
Sc vs Mp;F25;Sc vs Mp;6.96;0.082;0.013
Sc vs Mp;F25;Sc vs Mp;7.28;0.064;0.009
Sc vs Mp;F25;Sc vs Mp;7.61;0.118;0.01
Sc vs Mp;F25;Sc vs Mp;7.95;0.1;0.013
Sc vs Mp;F25;Sc vs Mp;8.28;0.073;0.013
Sc vs Mp;F25;Sc vs Mp;8.61;0.118;0.013
Sc vs Mp;F25;Sc vs Mp;8.95;0.064;0.013
Sc vs Mp;F25;Sc vs Mp;9.28;0.091;0.014
Sc vs Mp;F25;Sc vs Mp;9.61;0.109;0.015
Sc vs Mp;F25;Sc vs Mp;9.95;0.128;0.007
Sc vs Mp;F25;Sc vs Mp;10.28;0.137;-0.008
Sc vs Mp;F25;Sc vs Mp;10.61;0.118;-0.009
Sc vs Mp;F25;Sc vs Mp;10.95;0.155;-0.021
Sc vs Mp;F25;Sc vs Mp;11.28;0.109;-0.026
Sc vs Mp;F25;Sc vs Mp;11.61;0.064;-0.028
Sc vs Mp;F25;Sc vs Mp;11.95;0.036;-0.025
Sc vs Mp;F25;Sc vs Mp;12.28;0.073;-0.013
Sc vs Mp;F25;Sc vs Mp;12.61;0.054;-0.012
Sc vs Mp;F25;Sc vs Mp;12.95;0.064;0.002
Sc vs Mp;F25;Sc vs Mp;13.28;0.064;0.014
Sc vs Mp;F25;Sc vs Mp;13.61;0.073;0.017
Sc vs Mp;F25;Sc vs Mp;13.95;0.11;0.011
Sc vs Mp;F25;Sc vs Mp;14.28;0.054;0.014
Sc vs Mp;F25;Sc vs Mp;14.61;0.082;0.012
Sc vs Mp;F25;Sc vs Mp;14.95;0.119;0.014
Sc vs Mp;F25;Sc vs Mp;15.28;0.1;0.015
Sc vs Mp;F25;Sc vs Mp;15.61;0.082;0.018
Sc vs Mp;F25;Sc vs Mp;15.95;0.11;0.027
Sc vs Mp;F25;Sc vs Mp;16.28;0.1;0.024
Sc vs Mp;F25;Sc vs Mp;16.61;0.128;0.029
Sc vs Mp;F25;Sc vs Mp;16.95;0.137;0.032
Sc vs Mp;F25;Sc vs Mp;17.28;0.156;0.032
Sc vs Mp;F25;Sc vs Mp;17.61;0.165;0.029
Sc vs Mp;F25;Sc vs Mp;17.95;0.165;0.028
Sc vs Mp;F25;Sc vs Mp;18.28;0.202;0.025
Sc vs Mp;F25;Sc vs Mp;18.61;0.174;0.015
Sc vs Mp;F25;Sc vs Mp;18.95;0.183;0.018
Sc vs Mp;F25;Sc vs Mp;19.28;0.202;0.024
Sc vs Mp;F25;Sc vs Mp;19.61;0.202;0.027
Sc vs Mp;F25;Sc vs Mp;19.95;0.22;0.029
Sc vs Mp;F25;Sc vs Mp;20.28;0.165;0.035
Sc vs Mp;F25;Sc vs Mp;20.61;0.247;0.039
Sc vs Mp;F25;Sc vs Mp;20.95;0.275;0.046
Sc vs Mp;F25;Sc vs Mp;21.28;0.266;0.052
Sc vs Mp;F25;Sc vs Mp;21.61;0.275;0.055
Sc vs Mp;F25;Sc vs Mp;21.95;0.284;0.053
Sc vs Mp;F25;Sc vs Mp;22.28;0.321;0.04
Sc vs Mp;F25;Sc vs Mp;22.61;0.358;0.036
Sc vs Mp;F25;Sc vs Mp;22.95;0.367;0.039
Sc vs Mp;F25;Sc vs Mp;23.28;0.376;0.043
Sc vs Mp;F25;Sc vs Mp;23.61;0.348;0.041
Sc vs Mp;F25;Sc vs Mp;23.95;0.367;0.049
Sc vs Mp;F25;Sc vs Mp;24.28;0.367;0.054
Sc vs Mp;F25;Sc vs Mp;24.61;0.413;0.065
Sc vs Mp;F25;Sc vs Mp;24.95;0.459;0.075
Sc vs Mp;F25;Sc vs Mp;25.28;0.441;0.088
Sc vs Mp;F25;Sc vs Mp;25.95;0.58;0.098
Sc vs Mp;F25;Sc vs Mp;26.28;0.57;0.104
Sc vs Mp;F25;Sc vs Mp;26.63;0.598;0.106
Sc vs Mp;F25;Sc vs Mp;26.96;0.607;0.12
Sc vs Mp;F25;Sc vs Mp;27.3;0.672;0.121
Sc vs Mp;F25;Sc vs Mp;27.63;0.727;0.12
Sc vs Mp;F25;Sc vs Mp;27.96;0.764;0.134
Sc vs Mp;F25;Sc vs Mp;28.3;0.792;0.136
Sc vs Mp;F25;Sc vs Mp;28.63;0.903;0.143
Sc vs Mp;F25;Sc vs Mp;28.96;0.875;0.138
Sc vs Mp;F25;Sc vs Mp;29.3;0.94;0.139
Sc vs Mp;F25;Sc vs Mp;29.63;1.014;0.146
Sc vs Mp;F25;Sc vs Mp;29.96;1.023;0.149
Sc vs Mp;F25;Sc vs Mp;30.3;1.116;0.155
Sc vs Mp;F25;Sc vs Mp;30.63;1.125;0.167
Sc vs Mp;F25;Sc vs Mp;30.96;1.19;0.17
Sc vs Mp;F25;Sc vs Mp;31.3;1.273;0.173
Sc vs Mp;F25;Sc vs Mp;31.63;1.31;0.178
Sc vs Mp;F25;Sc vs Mp;31.96;1.402;0.177
Sc vs Mp;F25;Sc vs Mp;32.3;1.439;0.188
Sc vs Mp;F25;Sc vs Mp;32.63;1.513;0.186
Sc vs Mp;F25;Sc vs Mp;32.96;1.559;0.182
Sc vs Mp;F25;Sc vs Mp;33.3;1.615;0.18
Sc vs Mp;F25;Sc vs Mp;33.63;1.68;0.181
Sc vs Mp;F25;Sc vs Mp;33.96;1.781;0.182
Sc vs Mp;F25;Sc vs Mp;34.3;1.818;0.187
Sc vs Mp;F25;Sc vs Mp;34.63;1.855;0.188
Sc vs Mp;F25;Sc vs Mp;34.96;1.911;0.191
Sc vs Mp;F25;Sc vs Mp;35.3;2.013;0.197
Sc vs Mp;F25;Sc vs Mp;35.63;2.041;0.202
Sc vs Mp;F25;Sc vs Mp;35.96;2.153;0.212
Sc vs Mp;F25;Sc vs Mp;36.3;2.181;0.224
Sc vs Mp;F25;Sc vs Mp;36.63;2.274;0.225
Sc vs Mp;F25;Sc vs Mp;36.96;2.367;0.227
Sc vs Mp;F25;Sc vs Mp;37.3;2.441;0.23
Sc vs Mp;F25;Sc vs Mp;37.63;2.497;0.227
Sc vs Mp;F25;Sc vs Mp;37.96;2.617;0.23
Sc vs Mp;F25;Sc vs Mp;38.3;2.655;0.228
Sc vs Mp;F25;Sc vs Mp;38.63;2.748;0.224
Sc vs Mp;F25;Sc vs Mp;38.96;2.803;0.231
Sc vs Mp;F25;Sc vs Mp;39.3;2.887;0.245
Sc vs Mp;F25;Sc vs Mp;39.63;2.961;0.253
Sc vs Mp;F25;Sc vs Mp;39.96;3.054;0.262
Sc vs Mp;F25;Sc vs Mp;40.3;3.101;0.267
Sc vs Mp;F25;Sc vs Mp;40.63;3.24;0.272
Sc vs Mp;F25;Sc vs Mp;40.96;3.37;0.278
Sc vs Mp;F25;Sc vs Mp;41.3;3.454;0.284
Sc vs Mp;F25;Sc vs Mp;41.63;3.501;0.285
Sc vs Mp;F25;Sc vs Mp;41.96;3.603;0.294
Sc vs Mp;F25;Sc vs Mp;42.3;3.686;0.292
Sc vs Mp;F25;Sc vs Mp;42.63;3.817;0.298
Sc vs Mp;F25;Sc vs Mp;42.96;3.91;0.308
Sc vs Mp;F25;Sc vs Mp;43.3;3.993;0.315
Sc vs Mp;F25;Sc vs Mp;43.63;4.151;0.322
Sc vs Mp;F25;Sc vs Mp;43.96;4.226;0.324
Sc vs Mp;F25;Sc vs Mp;44.3;4.346;0.324
Sc vs Mp;F25;Sc vs Mp;44.63;4.439;0.331
Sc vs Mp;F25;Sc vs Mp;44.96;4.532;0.334
Sc vs Mp;F25;Sc vs Mp;45.3;4.69;0.332
Sc vs Mp;F25;Sc vs Mp;45.63;4.774;0.343
Sc vs Mp;F25;Sc vs Mp;45.96;4.886;0.358
Sc vs Mp;F25;Sc vs Mp;46.3;5.025;0.37
Sc vs Mp;F25;Sc vs Mp;46.63;5.127;0.384
Sc vs Mp;F25;Sc vs Mp;46.96;5.23;0.391
Sc vs Mp;F25;Sc vs Mp;47.3;5.389;0.407
Sc vs Mp;F25;Sc vs Mp;47.63;5.566;0.413
Sc vs Mp;F25;Sc vs Mp;47.96;5.679;0.414
Sc vs Mp;F25;Sc vs Mp;48.3;5.838;0.414
Sc vs Mp;F25;Sc vs Mp;48.3;5.838;0.414
Sc vs Mp;F25;Sc vs Mp;48.63;5.96;0.412
Sc vs Mp;F25;Sc vs Mp;48.96;6.119;0.407
Sc vs Mp;F25;Sc vs Mp;49.3;6.24;0.41
Sc vs Mp;F25;Sc vs Mp;49.63;6.353;0.414
Sc vs Mp;F25;Sc vs Mp;49.96;6.474;0.42
Sc vs Mp;F25;Sc vs Mp;50.3;6.633;0.431
Sc vs Mp;F25;Sc vs Mp;50.63;6.783;0.434
Sc vs Mp;F25;Sc vs Mp;50.96;6.961;0.441
Sc vs Mp;F25;Sc vs Mp;51.3;7.073;0.456
Sc vs Mp;F25;Sc vs Mp;51.63;7.251;0.462
Sc vs Mp;F25;Sc vs Mp;51.96;7.41;0.462
Sc vs Mp;F25;Sc vs Mp;52.3;7.523;0.467
Sc vs Mp;F25;Sc vs Mp;52.63;7.672;0.475
Sc vs Mp;F25;Sc vs Mp;52.96;7.897;0.484
Sc vs Mp;F25;Sc vs Mp;53.3;8.028;0.483
Sc vs Mp;F25;Sc vs Mp;53.63;8.168;0.489
Sc vs Mp;F25;Sc vs Mp;53.96;8.356;0.499
Sc vs Mp;F25;Sc vs Mp;54.3;8.543;0.5
Sc vs Mp;F25;Sc vs Mp;54.63;8.693;0.502
Sc vs Mp;F25;Sc vs Mp;54.96;8.824;0.515
Sc vs Mp;F25;Sc vs Mp;55.3;9.02;0.517
Sc vs Mp;F25;Sc vs Mp;55.63;9.207;0.518
Sc vs Mp;F25;Sc vs Mp;55.96;9.366;0.529
Sc vs Mp;F25;Sc vs Mp;56.3;9.563;0.537
Sc vs Mp;F25;Sc vs Mp;56.63;9.75;0.545
Sc vs Mp;F25;Sc vs Mp;56.96;9.891;0.546
Sc vs Mp;F25;Sc vs Mp;57.3;10.078;0.55
Sc vs Mp;F25;Sc vs Mp;57.63;10.312;0.563
Sc vs Mp;F25;Sc vs Mp;57.96;10.452;0.568
Sc vs Mp;F25;Sc vs Mp;58.3;10.658;0.58
Sc vs Mp;F25;Sc vs Mp;58.63;10.845;0.588
Sc vs Mp;F25;Sc vs Mp;58.96;11.032;0.589
Sc vs Mp;F25;Sc vs Mp;59.3;11.277;0.594
Sc vs Mp;F25;Sc vs Mp;59.63;11.447;0.603
Sc vs Mp;F25;Sc vs Mp;59.96;11.672;0.602
Sc vs Mp;F25;Sc vs Mp;60.3;11.842;0.606
Sc vs Mp;F25;Sc vs Mp;60.63;12.04;0.61
Sc vs Mp;F25;Sc vs Mp;60.96;12.275;0.625
Sc vs Mp;F25;Sc vs Mp;61.3;12.463;0.637
Sc vs Mp;F25;Sc vs Mp;61.63;12.651;0.645
Sc vs Mp;F25;Sc vs Mp;61.96;12.877;0.654
Sc vs Mp;F25;Sc vs Mp;62.3;13.103;0.661
Sc vs Mp;F25;Sc vs Mp;62.63;13.404;0.663
Sc vs Mp;F25;Sc vs Mp;62.96;13.564;0.667
Sc vs Mp;F25;Sc vs Mp;63.3;13.79;0.666
Sc vs Mp;F25;Sc vs Mp;63.63;13.997;0.657
Sc vs Mp;F25;Sc vs Mp;63.96;14.242;0.653
Sc vs Mp;F25;Sc vs Mp;64.3;14.449;0.646
Sc vs Mp;F25;Sc vs Mp;64.63;14.666;0.654
Sc vs Mp;F25;Sc vs Mp;64.96;14.873;0.657
Sc vs Mp;F25;Sc vs Mp;65.3;15.08;0.656
Sc vs Mp;F25;Sc vs Mp;65.63;15.324;0.65
Sc vs Mp;F25;Sc vs Mp;65.96;15.522;0.649
Sc vs Mp;F25;Sc vs Mp;66.3;15.757;0.653
Sc vs Mp;F25;Sc vs Mp;66.63;16.002;0.658
Sc vs Mp;F25;Sc vs Mp;66.96;16.181;0.66
Sc vs Mp;F25;Sc vs Mp;67.3;16.379;0.653
Sc vs Mp;F25;Sc vs Mp;67.63;16.595;0.654
Sc vs Mp;F25;Sc vs Mp;67.96;16.859;0.65
Sc vs Mp;F25;Sc vs Mp;68.3;17.085;0.643
Sc vs Mp;F25;Sc vs Mp;68.63;17.301;0.644
Sc vs Mp;F25;Sc vs Mp;68.96;17.47;0.641
Sc vs Mp;F25;Sc vs Mp;69.3;17.706;0.63
Sc vs Mp;F25;Sc vs Mp;69.63;17.922;0.623
Sc vs Mp;F25;Sc vs Mp;69.96;18.092;0.617
Sc vs Mp;F25;Sc vs Mp;70.3;18.318;0.621
Sc vs Mp;F25;Sc vs Mp;70.63;18.543;0.621
Sc vs Mp;F25;Sc vs Mp;70.96;18.724;0.612
Sc vs Mp;F25;Sc vs Mp;71.3;18.951;0.602
Sc vs Mp;F25;Sc vs Mp;71.63;19.122;0.592
Sc vs Mp;F25;Sc vs Mp;71.96;19.377;0.577
Sc vs Mp;F25;Sc vs Mp;72.3;19.538;0.57
Sc vs Mp;F25;Sc vs Mp;72.63;19.728;0.564
Sc vs Mp;F25;Sc vs Mp;72.96;19.88;0.551
Sc vs Mp;F25;Sc vs Mp;73.3;20.06;0.547
Sc vs Mp;F25;Sc vs Mp;73.63;20.249;0.54
Sc vs Mp;F25;Sc vs Mp;73.96;20.467;0.538
Sc vs Mp;F25;Sc vs Mp;74.3;20.628;0.532
Sc vs Mp;F25;Sc vs Mp;74.63;20.78;0.53
Sc vs Mp;F25;Sc vs Mp;74.96;20.988;0.524
Sc vs Mp;F25;Sc vs Mp;75.3;21.168;0.517
Sc vs Mp;F25;Sc vs Mp;75.63;21.301;0.513
Sc vs Mp;F25;Sc vs Mp;75.96;21.472;0.516
Sc vs Mp;F25;Sc vs Mp;76.3;21.652;0.514
Sc vs Mp;F25;Sc vs Mp;76.63;21.832;0.505
Sc vs Mp;F25;Sc vs Mp;76.96;21.993;0.503
Sc vs Mp;F25;Sc vs Mp;77.3;22.182;0.505
Sc vs Mp;F25;Sc vs Mp;77.63;22.353;0.499
Sc vs Mp;F25;Sc vs Mp;77.96;22.504;0.495
Sc vs Mp;F25;Sc vs Mp;78.3;22.637;0.492
Sc vs Mp;F25;Sc vs Mp;78.63;22.817;0.491
Sc vs Mp;F25;Sc vs Mp;78.96;22.997;0.486
Sc vs Mp;F25;Sc vs Mp;79.3;23.139;0.487
Sc vs Mp;F25;Sc vs Mp;79.63;23.319;0.492
Sc vs Mp;F25;Sc vs Mp;79.96;23.48;0.498
Sc vs Mp;F25;Sc vs Mp;80.3;23.651;0.497
Sc vs Mp;F25;Sc vs Mp;80.63;23.784;0.498
Sc vs Mp;F25;Sc vs Mp;80.96;23.964;0.493
Sc vs Mp;F25;Sc vs Mp;81.3;24.144;0.489
Sc vs Mp;F25;Sc vs Mp;81.63;24.324;0.487
Sc vs Mp;F25;Sc vs Mp;81.96;24.476;0.481
Sc vs Mp;F25;Sc vs Mp;82.3;24.648;0.482
Sc vs Mp;F25;Sc vs Mp;82.63;24.753;0.478
Sc vs Mp;F25;Sc vs Mp;82.96;24.943;0.469
Sc vs Mp;F25;Sc vs Mp;83.3;25.096;0.464
Sc vs Mp;F25;Sc vs Mp;83.63;25.229;0.46
Sc vs Mp;F25;Sc vs Mp;83.96;25.429;0.458
Sc vs Mp;F25;Sc vs Mp;84.3;25.592;0.455
Sc vs Mp;F25;Sc vs Mp;84.63;25.696;0.445
Sc vs Mp;F25;Sc vs Mp;84.96;25.858;0.447
Sc vs Mp;F25;Sc vs Mp;85.3;25.992;0.445
Sc vs Mp;F25;Sc vs Mp;85.63;26.154;0.439
Sc vs Mp;F25;Sc vs Mp;85.96;26.278;0.436
Sc vs Mp;F25;Sc vs Mp;86.3;26.43;0.438
Sc vs Mp;F25;Sc vs Mp;86.63;26.621;0.432
Sc vs Mp;F25;Sc vs Mp;86.96;26.745;0.431
Sc vs Mp;F25;Sc vs Mp;87.3;26.888;0.433
Sc vs Mp;F25;Sc vs Mp;87.63;26.993;0.433
Sc vs Mp;F25;Sc vs Mp;87.96;27.155;0.428
Sc vs Mp;F25;Sc vs Mp;88.3;27.288;0.423
Sc vs Mp;F25;Sc vs Mp;88.63;27.441;0.423
Sc vs Mp;F25;Sc vs Mp;88.96;27.622;0.428
Sc vs Mp;F25;Sc vs Mp;89.3;27.736;0.425
Sc vs Mp;F25;Sc vs Mp;89.63;27.87;0.425
