Blocs;Fermenter;Species;Time;CO2;Pop_total;Prop_Sc;viability;glucose;fructose;glycerol;acetate;ethanol;alpha;succinate;pyruvate;Ammonium;Alanine;Arginine;Aspartate;Glutamine;Glutamate;Glycine;Histidine;Methionine;Phenylalanine;Serine;Threonine;Tryptophane;Tyrosine;Valine
Sc vs Td;F26;Td;58.20;15.67;129980000;0.00;0.99;;;;;;;;;;;;;;;;;;;;;;;
Sc vs Td;F26;Td;70.50;21.11;125492500;0.00;0.99;63.56;76.74;2.19;0.03;24.71;0.01;0.17;0.05;;;;;;;;;;;;;;;
Sc vs Td;F26;Td;83.00;25.58;140100000;0.00;0.99;;;;;;;;;;;;;;;;;;;;;;;
Sc vs Td;F26;Td;100.10;30.72;119672500;0.00;0.98;49.08;64.93;2.75;0.05;32.92;0.01;0.23;0.07;6.5364;4.41;11.19;1.12;8.02;1.49;9.63;11.23;0.00;0.38;0.77;0.19;38.80;0.74;1.22
Sc vs Td;F26;Td;166.70;45.26;141882500;0.00;0.96;32.48;50.92;3.57;0.10;46.39;0.02;0.32;0.13;;;;;;;;;;;;;;;
Sc vs Td;F26;Td;190.60;49.67;113712500;0.00;0.96;31.85;53.57;4.26;0.14;56.58;0.02;0.40;0.15;;;;;;;;;;;;;;;
Sc vs Td;F26;Td;219.60;54.69;112257500;0.00;0.96;22.38;41.25;3.86;0.15;53.53;0.02;0.38;0.16;;;;;;;;;;;;;;;
Sc vs Td;F26;Td;337.20;70.72;118337500;0.00;0.87;10.19;28.58;5.00;0.28;77.47;0.05;0.57;0.20;;;;;;;;;;;;;;;
Sc vs Td;F32;Td;0.00;0.00;915000;0.00;1.00;100.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;131.56;138.98;466.32;43.74;471.66;120.46;17.39;40.33;29.41;35.79;74.38;70.72;252.74;18.17;42.23
Sc vs Td;F32;Td;6.20;0.12;1987760;0.00;0.99;87.26;90.57;0.07;0.00;1.68;0.00;0.00;0.00;;;;;;;;;;;;;;;
Sc vs Td;F32;Td;11.20;0.21;4426850;0.00;0.98;;;;;;;;;;;;;;;;;;;;;;;
Sc vs Td;F32;Td;22.50;0.39;31515200;0.00;0.96;87.87;91.91;0.23;0.00;3.17;0.00;0.01;0.01;;;;;;;;;;;;;;;
Sc vs Td;F32;Td;33.90;2.88;89209600;0.00;1.00;;;;;;;;;;;;;;;;;;;;;;;
Sc vs Td;F32;Td;46.60;7.12;100169600;0.00;1.00;82.07;89.96;0.99;0.03;11.58;0.01;0.12;0.04;;;;;;;;;;;;;;;
Sc vs Td;F32;Td;58.20;11.79;105012500;0.00;1.00;;;;;;;;;;;;;;;;;;;;;;;
Sc vs Td;F32;Td;70.50;16.89;112200000;0.00;1.00;72.37;85.11;1.88;0.07;22.51;0.01;0.19;0.05;;;;;;;;;;;;;;;
Sc vs Td;F32;Td;83.00;21.62;111545000;0.00;1.00;;;;;;;;;;;;;;;;;;;;;;;
Sc vs Td;F32;Td;100.10;26.99;114800000;0.00;0.99;62.39;80.61;2.80;0.10;34.38;0.01;0.27;0.06;24.5534;5.90;45.44;1.05;5.09;2.16;11.18;12.51;0.00;0.56;0.75;0.15;42.42;1.17;1.63
Sc vs Td;F32;Td;166.70;41.36;168370000;0.00;0.99;37.82;57.87;3.44;0.15;45.57;0.01;0.36;0.07;;;;;;;;;;;;;;;
Sc vs Td;F32;Td;190.60;45.48;106225000;0.00;0.98;33.87;55.17;3.74;0.19;50.21;0.01;0.40;0.07;;;;;;;;;;;;;;;
Sc vs Td;F32;Td;219.60;50.03;102295000;0.00;0.99;27.13;47.84;3.78;0.20;52.37;0.01;0.42;0.07;;;;;;;;;;;;;;;
Sc vs Td;F32;Td;337.20;65.19;110250000;0.00;0.94;0.07;0.00;5.40;0.61;90.90;0.05;0.75;0.06;;;;;;;;;;;;;;;
